# Copyright -- Anthony-- 2022_v02
# Energy,# 2 xmax ,# 3 zenith,# 4 azimuth,# 5 Area(25 micro V/m) ,# 6 x_max(25),# 7 y_max(25),# 8 Area(50 micro V/m),# 9 x_max(50) ,# 10 y_max(50),# 11 Area(75 microV/m),# 12 x_max(75),# 13 y_max(75),# 14 Area(100microV/m),# 15 x_max(100) ,# 16 y_max(100),# 17 Area(200 micro/V),# 18 x_max(200),# 19 y_max(200)
# 1 EeV,# 2 g/cm,# 3 deg,# 4 deg,# 5 m^2,# 6 m ,# 7 m,# 8 m^2,# 9 m,# m,# 11 m^2,# m,# 13 m,# 14 m^2,# 15m ,# 16 m,# 17 m^2,# 18 m,# m
1.5849000000000002,768.81,71.61,0.0,4779711.31,2129.719970703125,714.3800048828125,3989872.7675,2129.719970703125,596.3300170898438,3742243.4468,1997.5400390625,596.3300170898438,3742243.4468,1997.5400390625,596.3300170898438,3742243.4468,1997.5400390625,596.3300170898438
1.5849000000000002,726.05,71.61,270.0,5173182.2812,703.9600219726562,2339.159912109375,3810553.2681,586.0900268554688,2069.5400390625,3557049.0262,586.0900268554688,1931.8599853515625,3557049.0262,586.0900268554688,1931.8599853515625,3557049.0262,586.0900268554688,1931.8599853515625
1.5849000000000002,820.29,71.61,180.0,4980031.5453,2318.110107421875,683.8300170898438,4980031.5453,2318.110107421875,683.8300170898438,3648625.2645,2035.3900146484375,570.5999755859375,3648625.2645,2035.3900146484375,570.5999755859375,3427957.1479,1912.2900390625,570.5999755859375
1.5849000000000002,716.08,71.61,270.0,4480769.6065,685.5599975585938,2080.449951171875,3850183.5663,589.0800170898438,2080.449951171875,3593035.9151,589.0800170898438,1941.5,3593035.9151,589.0800170898438,1941.5,3593035.9151,589.0800170898438,1941.5
1.5849000000000002,714.81,71.61,270.0,4648563.4929,709.3300170898438,2086.030029296875,3870536.9155,590.6099853515625,2086.030029296875,3611441.0137,590.6099853515625,1946.3900146484375,3611441.0137,590.6099853515625,1946.3900146484375,3611441.0137,590.6099853515625,1946.3900146484375
1.5849000000000002,723.49,71.61,270.0,4697149.7203,712.9400024414062,2097.159912109375,3648213.9508,593.6500244140625,1956.1400146484375,3648213.9508,593.6500244140625,1956.1400146484375,3648213.9508,593.6500244140625,1956.1400146484375,3296492.4282,593.6500244140625,1767.550048828125
1.5849000000000002,780.5,71.61,180.0,5040791.3618,2331.89990234375,688.0800170898438,4428175.1092,2048.5,688.0800170898438,3695165.5165,2048.5,574.1799926757812,3695165.5165,2048.5,574.1799926757812,3470334.9165,1923.8599853515625,574.1799926757812
1.5849000000000002,677.02,71.61,0.0,5069046.1436,2194.3798828125,735.2999877929688,3958880.6105,2052.530029296875,613.9500122070312,3958880.6105,2052.530029296875,613.9500122070312,3958880.6105,2052.530029296875,613.9500122070312,3958880.6105,2052.530029296875,613.9500122070312
1.5849000000000002,798.63,71.61,270.0,4875976.0173,683.1300048828125,2272.0,3649301.7199,579.2000122070312,2005.5400390625,3349898.5295,568.5599975585938,1875.449951171875,3349898.5295,568.5599975585938,1875.449951171875,3349898.5295,568.5599975585938,1875.449951171875
1.5849000000000002,730.93,71.61,270.0,5118034.1302,700.1400146484375,2326.85009765625,4526155.7555,700.1400146484375,2057.760009765625,3768046.8591,582.8699951171875,2057.760009765625,3518535.6919,582.8699951171875,1921.5,3518535.6919,582.8699951171875,1921.5
1.5849000000000002,796.9,71.61,270.0,6025269.8387,683.719970703125,2805.10009765625,5014830.9054,569.0599975585938,2805.10009765625,5014830.9054,569.0599975585938,2805.10009765625,3355740.6333,569.0599975585938,1877.0699462890625,3355740.6333,569.0599975585938,1877.0699462890625
1.5849000000000002,752.28,71.61,270.0,5126925.2358,700.760009765625,2328.830078125,3774945.7282,583.3900146484375,2059.68994140625,3524753.9847,583.3900146484375,1923.1800537109375,3524753.9847,583.3900146484375,1923.1800537109375,3524753.9847,583.3900146484375,1923.1800537109375
1.5849000000000002,751.1,71.61,0.0,5367093.4186,2404.570068359375,710.47998046875,3945513.6281,2117.68994140625,593.0499877929688,3698109.8808,1984.9000244140625,593.0499877929688,3698109.8808,1984.9000244140625,593.0499877929688,3698109.8808,1984.9000244140625,593.0499877929688
1.5849000000000002,798.09,71.61,270.0,4749338.9917,674.0599975585938,2242.77001953125,4054272.8792,652.530029296875,1977.7099609375,3261698.7313,560.9299926757812,1850.9100341796875,3261698.7313,560.9299926757812,1850.9100341796875,3261698.7313,560.9299926757812,1850.9100341796875
1.5849000000000002,780.35,71.61,270.0,10695645.9518,689.25,4939.47021484375,8902719.2949,573.7100219726562,4939.47021484375,8902719.2949,573.7100219726562,4939.47021484375,8902719.2949,573.7100219726562,4939.47021484375,8902719.2949,573.7100219726562,4939.47021484375
1.5849000000000002,683.27,71.61,180.0,5550220.4176,2444.39990234375,722.75,4086061.962,2155.580078125,603.3800048828125,3825951.0957,2018.3599853515625,603.3800048828125,3825951.0957,2018.3599853515625,603.3800048828125,3825951.0957,2018.3599853515625,603.3800048828125
1.5849000000000002,769.25,71.61,0.0,5022576.3975,2327.77001953125,686.8099975585938,4411522.0443,2044.5699462890625,686.8099975585938,3681203.4524,2044.5699462890625,573.1099853515625,3457638.225,1920.4000244140625,573.1099853515625,3457638.225,1920.4000244140625,573.1099853515625
1.5849000000000002,864.44,71.61,270.0,4437371.9012,651.2000122070312,2169.010009765625,3902618.8567,651.2000122070312,1907.6199951171875,3246449.1815,541.7100219726562,1907.6199951171875,3044594.8862,541.7100219726562,1789.010009765625,3044594.8862,541.7100219726562,1789.010009765625
1.5849000000000002,845.31,71.61,180.0,4740588.7183,2262.909912109375,666.8300170898438,4740588.7183,2262.909912109375,666.8300170898438,4154077.3077,1982.93994140625,666.8300170898438,3465458.2352,1982.93994140625,556.2899780273438,3261002.2572,1865.949951171875,556.2899780273438
